E =  146.950 MeV, Wt = 1.0, Sc = 1.0
107.460    3.504000    0.029400
103.490    3.682700    0.030200
 99.590    3.731100    0.030500
 95.740    3.801500    0.030800
 91.910    3.783100    0.030700
 88.090    3.743200    0.030500
 84.260    3.743800    0.030500
 80.410    3.699100    0.030300
 76.510    3.591800    0.029800
 72.540    3.468700    0.029100
 68.490    3.297100    0.028200
 64.320    3.147700    0.027400
 60.000    3.010600    0.026700
 55.480    2.876500    0.026200
 50.700    2.738500    0.026000
 45.570    2.549200    0.025800
 39.940    2.441100    0.027100
 33.560    2.327500    0.029800
 25.840    2.208000    0.034500
 14.840    2.160600    0.052900
-------------------------------------
E =  550.610 MeV, Wt = 1.0, Sc = 1.0
165.160    0.290400    0.013200
154.160    0.626200    0.013700
146.440    1.000700    0.016400
140.060    1.434200    0.019400
134.430    1.825700    0.021600
129.300    2.210700    0.023500
124.520    2.532900    0.025100
120.000    2.838500    0.026700
115.680    3.115900    0.028200
111.510    3.253600    0.028800
107.460    3.424300    0.029700
103.490    3.576800    0.030400
 99.590    3.675400    0.031000
 95.740    3.654600    0.030800
 91.910    3.723500    0.031200
 88.090    3.683600    0.030900
 84.260    3.673000    0.030900
 80.410    3.597400    0.030600
 76.510    3.471900    0.029900
 72.540    3.372100    0.029400
 68.490    3.201400    0.028400
 64.320    3.062200    0.027600
 60.000    2.945100    0.027100
 55.480    2.804200    0.026500
 50.700    2.609100    0.025900
 45.570    2.430000    0.025900
 39.940    2.354400    0.027400
 33.560    2.202500    0.029800
 25.840    2.113200    0.034900
 14.840    2.108700    0.053100
-------------------------------------
E =  555.010 MeV, Wt = 1.0, Sc = 1.0
165.160    0.256500    0.012700
154.160    0.620900    0.013300
146.440    1.020500    0.016100
140.060    1.387900    0.018500
134.430    1.743800    0.020600
129.300    2.139500    0.022500
124.520    2.466100    0.024200
120.000    2.743800    0.025600
115.680    2.962900    0.026700
111.510    3.158300    0.027700
107.460    3.352000    0.028700
103.490    3.438800    0.029100
 99.590    3.518700    0.029500
 95.740    3.542600    0.029600
 91.910    3.614400    0.030000
 88.090    3.603500    0.029900
 84.260    3.484000    0.029300
 80.410    3.452500    0.029200
 76.510    3.343700    0.028600
 72.540    3.238400    0.028000
 68.490    3.078200    0.027100
 64.320    2.930600    0.026400
 60.000    2.785900    0.025600
 55.480    2.637400    0.025000
 50.700    2.508400    0.024800
 45.570    2.345600    0.024700
 39.940    2.230500    0.025900
 33.560    2.120600    0.028500
 25.840    2.047800    0.033300
 14.840    2.028100    0.050900
-------------------------------------
E =  559.400 MeV, Wt = 1.0, Sc = 1.0
165.160    0.292500    0.012100
154.160    0.618300    0.012400
146.440    0.980300    0.014800
140.060    1.350600    0.017200
134.430    1.770400    0.019600
129.300    2.086100    0.021100
124.520    2.438300    0.022900
120.000    2.684300    0.024100
115.680    2.938800    0.025400
111.510    3.111200    0.026300
107.460    3.293200    0.027200
103.490    3.404100    0.027700
 99.590    3.453700    0.028000
 95.740    3.514600    0.028300
 91.910    3.552800    0.028400
 88.090    3.493300    0.028100
 84.260    3.404200    0.027600
 80.410    3.332800    0.027300
 76.510    3.240100    0.026900
 72.540    3.079600    0.025900
 68.490    2.984600    0.025400
 64.320    2.886500    0.024900
 60.000    2.693100    0.023900
 55.480    2.578400    0.023500
 50.700    2.400200    0.023000
 45.570    2.233100    0.022800
 39.940    2.165100    0.024200
 33.560    2.051400    0.026500
 25.840    1.949600    0.030700
 14.840    1.935600    0.047200
-------------------------------------
E =  563.800 MeV, Wt = 1.0, Sc = 1.0
165.160    0.309500    0.013200
154.160    0.624600    0.013300
146.440    0.966400    0.015500
140.060    1.345800    0.018100
134.430    1.736900    0.020400
129.300    2.057100    0.021900
124.520    2.389200    0.023600
120.000    2.655800    0.025000
115.680    2.874000    0.026100
111.510    3.058100    0.027000
107.460    3.239300    0.027900
103.490    3.339300    0.028400
 99.590    3.410100    0.028800
 95.740    3.423800    0.028800
 91.910    3.478400    0.029100
 88.090    3.462500    0.029000
 84.260    3.341700    0.028300
 80.410    3.286700    0.028100
 76.510    3.134700    0.027300
 72.540    3.044800    0.026800
 68.490    2.929400    0.026200
 64.320    2.729900    0.025100
 60.000    2.586600    0.024300
 55.480    2.473300    0.023900
 50.700    2.325400    0.023600
 45.570    2.168700    0.023500
 39.940    2.077600    0.024800
 33.560    2.009200    0.027600
 25.840    1.866800    0.031800
 14.840    1.832700    0.049300
-------------------------------------
E =  568.190 MeV, Wt = 1.0, Sc = 1.0
165.160    0.314000    0.013400
154.160    0.613000    0.013500
146.440    0.974500    0.015900
140.060    1.326200    0.018400
134.430    1.696500    0.020500
129.300    2.025800    0.022100
124.520    2.344300    0.023800
120.000    2.628800    0.025300
115.680    2.845300    0.026400
111.510    3.030100    0.027300
107.460    3.163100    0.027900
103.490    3.277900    0.028500
 99.590    3.347000    0.028900
 95.740    3.376900    0.029000
 91.910    3.370200    0.028900
 88.090    3.352800    0.028800
 84.260    3.276600    0.028300
 80.410    3.194100    0.028000
 76.510    3.064800    0.027300
 72.540    2.951300    0.026600
 68.490    2.812400    0.025900
 64.320    2.670700    0.025100
 60.000    2.512300    0.024200
 55.480    2.361500    0.023700
 50.700    2.212300    0.023400
 45.570    2.098200    0.023600
 39.940    1.965300    0.024700
 33.560    1.848900    0.027100
 25.840    1.816300    0.031900
 14.840    1.769800    0.050800
-------------------------------------
E =  572.590 MeV, Wt = 1.0, Sc = 1.0
165.160    0.318400    0.014300
154.160    0.641400    0.014200
146.440    0.947200    0.016400
140.060    1.291400    0.018900
134.430    1.677900    0.021200
129.300    1.982700    0.022700
124.520    2.286500    0.024200
120.000    2.569400    0.025800
115.680    2.775500    0.026800
111.510    2.963200    0.027800
107.460    3.131600    0.028600
103.490    3.213100    0.029000
 99.590    3.277900    0.029300
 95.740    3.346000    0.029700
 91.910    3.323900    0.029500
 88.090    3.261900    0.029100
 84.260    3.172400    0.028700
 80.410    3.147900    0.028600
 76.510    3.039900    0.028000
 72.540    2.858600    0.026900
 68.490    2.768200    0.026400
 64.320    2.646200    0.025800
 60.000    2.429300    0.024500
 55.480    2.316200    0.024200
 50.700    2.207700    0.024100
 45.570    2.053400    0.024100
 39.940    1.940000    0.025400
 33.560    1.860900    0.028200
 25.840    1.749700    0.032500
 14.840    1.727900    0.052500
-------------------------------------
E =  576.990 MeV, Wt = 1.0, Sc = 1.0
165.160    0.363500    0.014400
154.160    0.623600    0.013700
146.440    0.923900    0.015700
140.060    1.263100    0.018200
134.430    1.615900    0.020300
129.300    1.956300    0.022000
124.520    2.245200    0.023500
120.000    2.511400    0.024900
115.680    2.717500    0.026000
111.510    2.884200    0.026900
107.460    3.059100    0.027700
103.490    3.158100    0.028200
 99.590    3.248300    0.028700
 95.740    3.251800    0.028600
 91.910    3.217300    0.028500
 88.090    3.187000    0.028300
 84.260    3.153100    0.028100
 80.410    3.066900    0.027600
 76.510    2.897300    0.026700
 72.540    2.816500    0.026200
 68.490    2.637800    0.025200
 64.320    2.495500    0.024500
 60.000    2.355600    0.023600
 55.480    2.231700    0.023200
 50.700    2.081400    0.022800
 45.570    1.962000    0.023000
 39.940    1.850400    0.024200
 33.560    1.746100    0.026700
 25.840    1.663600    0.031100
 14.840    1.659000    0.049600
-------------------------------------
E =  590.150 MeV, Wt = 1.0, Sc = 1.0
165.160    0.375800    0.014200
154.160    0.597600    0.013000
146.440    0.949200    0.015400
140.060    1.232000    0.017400
134.430    1.540000    0.019300
129.300    1.838600    0.020800
124.520    2.121200    0.022300
120.000    2.417600    0.023900
115.680    2.630500    0.025000
111.510    2.785000    0.025800
107.460    2.912100    0.026400
103.490    3.013100    0.026900
 99.590    3.095700    0.027300
 95.740    3.114600    0.027400
 91.910    3.093000    0.027200
 88.090    2.983500    0.026500
 84.260    2.910400    0.026200
 80.410    2.856500    0.025900
 76.510    2.704200    0.025000
 72.540    2.647500    0.024700
 68.490    2.417200    0.023400
 64.320    2.289900    0.022700
 60.000    2.143300    0.021800
 55.480    2.026600    0.021400
 50.700    1.904900    0.021200
 45.570    1.806900    0.021600
 39.940    1.692400    0.022600
 33.560    1.601100    0.025000
 25.840    1.528300    0.028700
 14.840    1.508900    0.048200
-------------------------------------
E =  594.540 MeV, Wt = 1.0, Sc = 1.0
165.160    0.400600    0.014800
154.160    0.632200    0.013500
146.440    0.947100    0.015700
140.060    1.194300    0.017500
134.430    1.532300    0.019500
129.300    1.805200    0.020900
124.520    2.128700    0.022600
120.000    2.338900    0.023700
115.680    2.607200    0.025200
111.510    2.759200    0.025900
107.460    2.868900    0.026400
103.490    2.972400    0.027000
 99.590    3.040400    0.027300
 95.740    3.047700    0.027300
 91.910    3.084800    0.027500
 88.090    2.914500    0.026400
 84.260    2.906700    0.026400
 80.410    2.790200    0.025800
 76.510    2.643600    0.025000
 72.540    2.548100    0.024500
 68.490    2.371400    0.023400
 64.320    2.244700    0.022700
 60.000    2.078200    0.021700
 55.480    2.007200    0.021600
 50.700    1.870600    0.021200
 45.570    1.687300    0.021100
 39.940    1.612200    0.022400
 33.560    1.487300    0.024600
 25.840    1.409800    0.028200
 14.840    1.386300    0.047700
-------------------------------------
E =  603.310 MeV, Wt = 1.0, Sc = 1.0
165.160    0.461900    0.014900
154.160    0.658400    0.013100
146.440    0.916600    0.014800
140.060    1.207400    0.016900
134.430    1.506100    0.018600
129.300    1.765400    0.019900
124.520    2.053800    0.021400
120.000    2.293300    0.022700
115.680    2.523800    0.023900
111.510    2.639900    0.024500
107.460    2.781800    0.025200
103.490    2.855500    0.025500
 99.590    2.894200    0.025700
 95.740    2.953000    0.026000
 91.910    2.930200    0.025900
 88.090    2.882800    0.025500
 84.260    2.748900    0.024800
 80.410    2.675100    0.024400
 76.510    2.574900    0.023800
 72.540    2.428200    0.023000
 68.490    2.269400    0.022100
 64.320    2.136900    0.021300
 60.000    2.012200    0.020600
 55.480    1.890800    0.020100
 50.700    1.782000    0.020000
 45.570    1.597900    0.019700
 39.940    1.510100    0.020900
 33.560    1.426600    0.023000
 25.840    1.321400    0.026400
 14.840    1.305500    0.045200
-------------------------------------
E =  607.690 MeV, Wt = 1.0, Sc = 1.0
165.160    0.501300    0.015800
154.160    0.673100    0.013700
146.440    0.914400    0.015200
140.060    1.223700    0.017500
134.430    1.466000    0.018900
129.300    1.776100    0.020500
124.520    2.032300    0.021900
120.000    2.262900    0.023100
115.680    2.517500    0.024500
111.510    2.624900    0.025000
107.460    2.763800    0.025700
103.490    2.829900    0.026000
 99.590    2.906100    0.026400
 95.740    2.906600    0.026300
 91.910    2.902200    0.026300
 88.090    2.830900    0.025800
 84.260    2.735200    0.025300
 80.410    2.652100    0.024800
 76.510    2.533200    0.024100
 72.540    2.406600    0.023400
 68.490    2.265500    0.022600
 64.320    2.119800    0.021700
 60.000    1.961800    0.020800
 55.480    1.859800    0.020400
 50.700    1.736500    0.020300
 45.570    1.591300    0.020400
 39.940    1.453300    0.021100
 33.560    1.418000    0.023700
 25.840    1.297600    0.026900
 14.840    1.298700    0.046900
-------------------------------------
E =  616.460 MeV, Wt = 1.0, Sc = 1.0
165.160    0.525100    0.016100
154.160    0.660300    0.013900
146.440    0.946300    0.015700
140.060    1.192100    0.017400
134.430    1.450800    0.019000
129.300    1.714600    0.020300
124.520    2.028200    0.022000
120.000    2.267300    0.023400
115.680    2.425800    0.024200
111.510    2.577000    0.024900
107.460    2.693200    0.025500
103.490    2.786900    0.025900
 99.590    2.801100    0.026000
 95.740    2.841900    0.026200
 91.910    2.834400    0.026100
 88.090    2.762200    0.025600
 84.260    2.716400    0.025400
 80.410    2.572000    0.024600
 76.510    2.472400    0.024000
 72.540    2.317800    0.023100
 68.490    2.193400    0.022400
 64.320    2.009900    0.021200
 60.000    1.896800    0.020500
 55.480    1.744300    0.019900
 50.700    1.675200    0.020100
 45.570    1.550000    0.020300
 39.940    1.414600    0.021000
 33.560    1.343800    0.023300
 25.840    1.229400    0.026400
 14.840    1.238500    0.045900
-------------------------------------
E =  620.840 MeV, Wt = 1.0, Sc = 1.0
165.160    0.525200    0.016300
154.160    0.694800    0.014300
146.440    0.937500    0.015800
140.060    1.213700    0.017800
134.430    1.439400    0.019100
129.300    1.740100    0.020800
124.520    2.011200    0.022200
120.000    2.247800    0.023500
115.680    2.405800    0.024400
111.510    2.554800    0.025100
107.460    2.671200    0.025700
103.490    2.786300    0.026200
 99.590    2.823600    0.026400
 95.740    2.880800    0.026700
 91.910    2.820500    0.026300
 88.090    2.727800    0.025700
 84.260    2.663800    0.025400
 80.410    2.582700    0.024900
 76.510    2.435600    0.024000
 72.540    2.330800    0.023400
 68.490    2.178800    0.022500
 64.320    2.000300    0.021400
 60.000    1.858600    0.020500
 55.480    1.772300    0.020300
 50.700    1.608300    0.019900
 45.570    1.494600    0.020300
 39.940    1.375800    0.020900
 33.560    1.300400    0.023300
 25.840    1.186800    0.026500
 14.840    1.178600    0.045800
-------------------------------------
E =  625.210 MeV, Wt = 1.0, Sc = 1.0
165.160    0.537900    0.022100
154.160    0.738100    0.019000
146.440    0.975000    0.020600
140.060    1.182900    0.022600
134.430    1.467700    0.024300
129.300    1.728900    0.026000
124.520    1.962400    0.027300
120.000    2.240000    0.029100
115.680    2.448900    0.030200
111.510    2.482800    0.030200
107.460    2.682700    0.031400
103.490    2.760600    0.031700
 99.590    2.785300    0.031800
 95.740    2.817400    0.031900
 91.910    2.781000    0.031600
 88.090    2.769700    0.031500
 84.260    2.733500    0.031400
 80.410    2.518600    0.030000
 76.510    2.408000    0.029300
 72.540    2.320600    0.028700
 68.490    2.164300    0.027600
 64.320    1.978400    0.026400
 60.000    1.863300    0.025500
 55.480    1.721700    0.024900
 50.700    1.621900    0.025200
 45.570    1.487400    0.025500
 39.940    1.342400    0.026600
 33.560    1.232200    0.029600
 25.840    1.166900    0.034100
 14.840    1.116400    0.062200
-------------------------------------
E =  629.610 MeV, Wt = 1.0, Sc = 1.0
165.160    0.576500    0.034400
154.160    0.703100    0.028500
146.440    0.969200    0.030900
140.060    1.140700    0.033000
134.430    1.475000    0.036600
129.300    1.737800    0.038700
124.520    2.005700    0.040600
120.000    2.270300    0.042600
115.680    2.399600    0.043500
111.510    2.511700    0.044100
107.460    2.716700    0.045400
103.490    2.777700    0.045600
 99.590    2.729500    0.045200
 95.740    2.772700    0.045600
 91.910    2.820400    0.045600
 88.090    2.737100    0.044900
 84.260    2.714000    0.045000
 80.410    2.589600    0.043600
 76.510    2.460500    0.042800
 72.540    2.321900    0.041600
 68.490    2.075700    0.039400
 64.320    1.939300    0.038300
 60.000    1.781500    0.037100
 55.480    1.706700    0.036900
 50.700    1.597700    0.037200
 45.570    1.526000    0.038800
 39.940    1.388100    0.041000
 33.560    1.236100    0.044300
 25.840    1.101400    0.049500
 14.840    1.053000    0.096000
-------------------------------------
E =  638.350 MeV, Wt = 1.0, Sc = 1.0
165.160    0.627800    0.018600
154.160    0.763200    0.015500
146.440    0.976300    0.016700
140.060    1.221200    0.018600
134.430    1.448800    0.020000
129.300    1.747500    0.021700
124.520    1.979400    0.022900
120.000    2.216000    0.024200
115.680    2.384300    0.025100
111.510    2.514900    0.025700
107.460    2.681300    0.026600
103.490    2.707200    0.026600
 99.590    2.784400    0.027000
 95.740    2.809800    0.027100
 91.910    2.760900    0.026900
 88.090    2.736700    0.026700
 84.260    2.651000    0.026100
 80.410    2.506400    0.025300
 76.510    2.425100    0.024700
 72.540    2.257400    0.023800
 68.490    2.120800    0.023000
 64.320    1.957800    0.021900
 60.000    1.802000    0.021000
 55.480    1.718500    0.020800
 50.700    1.583900    0.020600
 45.570    1.473600    0.021000
 39.940    1.285500    0.021400
 33.560    1.236400    0.023800
 25.840    1.060200    0.026400
 14.840    1.091000    0.050300
-------------------------------------
E =  642.700 MeV, Wt = 1.0, Sc = 1.0
165.160    0.632600    0.018500
154.160    0.774900    0.015600
146.440    0.987900    0.016700
140.060    1.187900    0.018200
134.430    1.461100    0.020000
129.300    1.686000    0.021100
124.520    1.993500    0.022900
120.000    2.216300    0.024100
115.680    2.402200    0.025100
111.510    2.537100    0.025700
107.460    2.653100    0.026300
103.490    2.799800    0.027100
 99.590    2.768700    0.026700
 95.740    2.792100    0.026900
 91.910    2.795200    0.026800
 88.090    2.760300    0.026600
 84.260    2.625200    0.025900
 80.410    2.564500    0.025500
 76.510    2.452700    0.024800
 72.540    2.259800    0.023700
 68.490    2.127400    0.022800
 64.320    2.004300    0.022000
 60.000    1.817600    0.020900
 55.480    1.738000    0.020800
 50.700    1.542300    0.020200
 45.570    1.468300    0.020900
 39.940    1.329500    0.021800
 33.560    1.221500    0.023500
 25.840    1.049800    0.026000
 14.840    0.977500    0.050200
-------------------------------------
E =  647.070 MeV, Wt = 1.0, Sc = 1.0
165.160    0.706200    0.019200
154.160    0.814600    0.015900
146.440    0.983400    0.016700
140.060    1.216700    0.018400
134.430    1.470900    0.020100
129.300    1.736500    0.021500
124.520    2.015400    0.023100
120.000    2.234400    0.024200
115.680    2.439500    0.025400
111.510    2.537400    0.025700
107.460    2.628500    0.026200
103.490    2.727900    0.026700
 99.590    2.795100    0.026900
 95.740    2.793200    0.026900
 91.910    2.758600    0.026700
 88.090    2.761200    0.026700
 84.260    2.616600    0.025800
 80.410    2.536800    0.025400
 76.510    2.391700    0.024400
 72.540    2.278400    0.023800
 68.490    2.133500    0.022900
 64.320    1.987200    0.022000
 60.000    1.810400    0.020900
 55.480    1.712500    0.020600
 50.700    1.561200    0.020300
 45.570    1.439600    0.020700
 39.940    1.333300    0.021900
 33.560    1.206600    0.023500
 25.840    1.114100    0.026300
 14.840    1.043400    0.051100
-------------------------------------
E =  651.440 MeV, Wt = 1.0, Sc = 1.0
165.160    0.709400    0.018700
154.160    0.829700    0.015500
146.440    0.979400    0.016200
140.060    1.214000    0.017900
134.430    1.473500    0.019500
129.300    1.737100    0.020900
124.520    1.968300    0.022200
120.000    2.172500    0.023300
115.680    2.429200    0.024700
111.510    2.525200    0.025100
107.460    2.642400    0.025700
103.490    2.752200    0.026200
 99.590    2.795900    0.026400
 95.740    2.815100    0.026500
 91.910    2.805800    0.026400
 88.090    2.766300    0.026200
 84.260    2.697800    0.025800
 80.410    2.573700    0.025000
 76.510    2.450600    0.024300
 72.540    2.301600    0.023400
 68.490    2.184100    0.022700
 64.320    1.998200    0.021500
 60.000    1.844900    0.020600
 55.480    1.741100    0.020200
 50.700    1.561000    0.019700
 45.570    1.446100    0.020200
 39.940    1.294200    0.020700
 33.560    1.182400    0.022400
 25.840    1.054100    0.024900
 14.840    1.034000    0.046100
-------------------------------------
E =  655.800 MeV, Wt = 1.0, Sc = 1.0
165.160    0.743900    0.020700
154.160    0.853100    0.017100
146.440    1.027000    0.017800
140.060    1.244800    0.019500
134.430    1.501400    0.021200
129.300    1.707000    0.022300
124.520    1.987100    0.023900
120.000    2.231400    0.025200
115.680    2.409700    0.026200
111.510    2.545700    0.026800
107.460    2.630700    0.027200
103.490    2.799600    0.028200
 99.590    2.772900    0.027900
 95.740    2.847400    0.028300
 91.910    2.834100    0.028200
 88.090    2.783000    0.027900
 84.260    2.719900    0.027500
 80.410    2.597300    0.026700
 76.510    2.443700    0.025800
 72.540    2.345900    0.025200
 68.490    2.226000    0.024400
 64.320    2.042500    0.023300
 60.000    1.851100    0.022100
 55.480    1.714700    0.021500
 50.700    1.598600    0.021400
 45.570    1.440400    0.021600
 39.940    1.295900    0.022400
 33.560    1.178600    0.024100
 25.840    1.017600    0.026600
 14.840    0.974400    0.050300
-------------------------------------
E =  660.160 MeV, Wt = 1.0, Sc = 1.0
165.160    0.755200    0.020300
154.160    0.873400    0.016800
146.440    1.028800    0.017400
140.060    1.251000    0.019100
134.430    1.500100    0.020700
129.300    1.743400    0.022000
124.520    2.024800    0.023600
120.000    2.241800    0.024800
115.680    2.435900    0.025800
111.510    2.601400    0.026600
107.460    2.677000    0.027000
103.490    2.787400    0.027500
 99.590    2.798100    0.027500
 95.740    2.914500    0.028200
 91.910    2.865200    0.027800
 88.090    2.808200    0.027500
 84.260    2.706000    0.026800
 80.410    2.608400    0.026300
 76.510    2.479400    0.025400
 72.540    2.373300    0.024900
 68.490    2.199200    0.023800
 64.320    2.043500    0.022700
 60.000    1.886800    0.021800
 55.480    1.743600    0.021200
 50.700    1.624400    0.021100
 45.570    1.473000    0.021300
 39.940    1.333200    0.022000
 33.560    1.207800    0.023800
 25.840    1.010800    0.025900
 14.840    0.969000    0.050000
-------------------------------------
E =  664.520 MeV, Wt = 1.0, Sc = 1.0
165.160    0.791200    0.020400
154.160    0.895600    0.016500
146.440    1.045100    0.017100
140.060    1.273700    0.018800
134.430    1.490700    0.020200
129.300    1.745200    0.021600
124.520    2.017000    0.023100
120.000    2.261000    0.024500
115.680    2.473500    0.025600
111.510    2.568800    0.025900
107.460    2.752000    0.027000
103.490    2.800100    0.027100
 99.590    2.790400    0.027000
 95.740    2.879300    0.027500
 91.910    2.850500    0.027200
 88.090    2.825000    0.027100
 84.260    2.710800    0.026400
 80.410    2.674700    0.026200
 76.510    2.535800    0.025300
 72.540    2.380400    0.024400
 68.490    2.211200    0.023400
 64.320    2.069400    0.022500
 60.000    1.900100    0.021500
 55.480    1.772200    0.020900
 50.700    1.678100    0.021100
 45.570    1.551600    0.021600
 39.940    1.377000    0.022100
 33.560    1.222900    0.023500
 25.840    1.044100    0.025400
 14.840    0.938000    0.049000
-------------------------------------
E =  673.230 MeV, Wt = 1.0, Sc = 1.0
165.160    0.808400    0.021700
154.160    0.913900    0.017800
146.440    1.051600    0.018200
140.060    1.283700    0.019900
134.430    1.498200    0.021400
129.300    1.797500    0.023100
124.520    2.028300    0.024300
120.000    2.270700    0.025700
115.680    2.460700    0.026700
111.510    2.682500    0.027800
107.460    2.773900    0.028300
103.490    2.839400    0.028500
 99.590    2.900000    0.028700
 95.740    2.993700    0.029400
 91.910    2.983100    0.029200
 88.090    2.902900    0.028700
 84.260    2.847400    0.028300
 80.410    2.705800    0.027500
 76.510    2.599700    0.026800
 72.540    2.430000    0.025900
 68.490    2.296600    0.025000
 64.320    2.155000    0.024100
 60.000    1.998900    0.023200
 55.480    1.858000    0.022700
 50.700    1.727100    0.022600
 45.570    1.562600    0.022900
 39.940    1.392000    0.023600
 33.560    1.182800    0.024500
 25.840    1.016800    0.027000
 14.840    0.944700    0.051600
-------------------------------------
E =  677.580 MeV, Wt = 1.0, Sc = 1.0
165.160    0.836700    0.021500
154.160    0.942700    0.017500
146.440    1.104100    0.018100
140.060    1.307800    0.019600
134.430    1.601000    0.021600
129.300    1.845800    0.022900
124.520    2.116000    0.024400
120.000    2.322100    0.025500
115.680    2.586400    0.026900
111.510    2.744100    0.027600
107.460    2.831300    0.028000
103.490    2.934100    0.028500
 99.590    2.996600    0.028800
 95.740    3.068300    0.029200
 91.910    2.975600    0.028500
 88.090    3.001700    0.028800
 84.260    2.885700    0.028000
 80.410    2.800500    0.027600
 76.510    2.705200    0.027000
 72.540    2.539700    0.026000
 68.490    2.381200    0.025000
 64.320    2.229700    0.024100
 60.000    2.112100    0.023400
 55.480    1.899300    0.022400
 50.700    1.770900    0.022500
 45.570    1.633800    0.022900
 39.940    1.429500    0.023400
 33.560    1.281700    0.024500
 25.840    1.042600    0.026400
 14.840    0.972100    0.049800
-------------------------------------
E =  681.950 MeV, Wt = 1.0, Sc = 1.0
165.160    0.915300    0.022100
154.160    1.017500    0.017900
146.440    1.133200    0.018200
140.060    1.406600    0.020100
134.430    1.596100    0.021400
129.300    1.881900    0.022900
124.520    2.130200    0.024200
120.000    2.357000    0.025400
115.680    2.601900    0.026700
111.510    2.756600    0.027500
107.460    2.914200    0.028300
103.490    3.052500    0.028900
 99.590    3.104700    0.029100
 95.740    3.149300    0.029400
 91.910    3.177000    0.029500
 88.090    3.129600    0.029200
 84.260    3.044000    0.028700
 80.410    2.952900    0.028200
 76.510    2.866200    0.027600
 72.540    2.740100    0.026900
 68.490    2.571500    0.025900
 64.320    2.410500    0.025000
 60.000    2.242200    0.024000
 55.480    2.092100    0.023500
 50.700    1.893100    0.023100
 45.570    1.745000    0.023500
 39.940    1.499900    0.023600
 33.560    1.291300    0.024300
 25.840    1.004800    0.025700
 14.840    0.863300    0.048900
-------------------------------------
E =  686.180 MeV, Wt = 1.0, Sc = 1.0
165.160    0.926800    0.023400
154.160    1.018500    0.018800
146.440    1.166400    0.019200
140.060    1.402900    0.021000
134.430    1.691400    0.023000
129.300    1.946200    0.024300
124.520    2.279100    0.026100
120.000    2.517000    0.027400
115.680    2.753400    0.028600
111.510    2.900900    0.029300
107.460    3.044000    0.030100
103.490    3.088200    0.030100
 99.590    3.160500    0.030500
 95.740    3.215500    0.030800
 91.910    3.190400    0.030600
 88.090    3.185700    0.030600
 84.260    3.035100    0.029700
 80.410    2.994000    0.029500
 76.510    2.867200    0.028600
 72.540    2.663500    0.027400
 68.490    2.495200    0.026500
 64.320    2.332100    0.025400
 60.000    2.172400    0.024400
 55.480    2.013100    0.023900
 50.700    1.901900    0.024100
 45.570    1.721900    0.024400
 39.940    1.530300    0.025000
 33.560    1.313400    0.025700
 25.840    1.123100    0.028300
 14.840    0.985200    0.052600
-------------------------------------
E =  690.640 MeV, Wt = 1.0, Sc = 1.0
165.160    0.939500    0.022500
154.160    1.033000    0.018300
146.440    1.191700    0.018800
140.060    1.424800    0.020600
134.430    1.692400    0.022300
129.300    1.941200    0.023500
124.520    2.230400    0.025000
120.000    2.448500    0.026300
115.680    2.729600    0.027700
111.510    2.920800    0.028700
107.460    3.058900    0.029400
103.490    3.168000    0.029900
 99.590    3.226100    0.030100
 95.740    3.278900    0.030400
 91.910    3.294900    0.030400
 88.090    3.196200    0.029900
 84.260    3.179200    0.029800
 80.410    3.069800    0.029200
 76.510    2.922300    0.028300
 72.540    2.813200    0.027600
 68.490    2.642100    0.026700
 64.320    2.484300    0.025600
 60.000    2.322600    0.024700
 55.480    2.127700    0.024000
 50.700    1.951200    0.023700
 45.570    1.807900    0.024200
 39.940    1.565700    0.024400
 33.560    1.329500    0.024800
 25.840    1.053500    0.026300
 14.840    0.874100    0.049000
-------------------------------------
E =  694.960 MeV, Wt = 1.0, Sc = 1.0
165.160    1.037100    0.024300
154.160    1.131500    0.019800
146.440    1.285000    0.020200
140.060    1.517800    0.022000
134.430    1.753300    0.023500
129.300    2.050300    0.025100
124.520    2.343300    0.026600
120.000    2.655700    0.028400
115.680    2.841700    0.029300
111.510    3.031000    0.030200
107.460    3.184600    0.031100
103.490    3.299600    0.031600
 99.590    3.419600    0.032100
 95.740    3.483000    0.032600
 91.910    3.431000    0.032200
 88.090    3.425600    0.032100
 84.260    3.321600    0.031600
 80.410    3.223100    0.031000
 76.510    3.118300    0.030300
 72.540    2.922700    0.029100
 68.490    2.810300    0.028500
 64.320    2.625200    0.027400
 60.000    2.470800    0.026500
 55.480    2.267100    0.025700
 50.700    2.101700    0.025500
 45.570    1.885100    0.025700
 39.940    1.636200    0.025800
 33.560    1.383100    0.026300
 25.840    1.140400    0.028500
 14.840    0.956900    0.052000
-------------------------------------
E =  699.300 MeV, Wt = 1.0, Sc = 1.0
165.160    1.047300    0.024100
154.160    1.166600    0.019600
146.440    1.325400    0.020000
140.060    1.554100    0.021700
134.430    1.811300    0.023400
129.300    2.129300    0.025200
124.520    2.443600    0.026800
120.000    2.686600    0.028100
115.680    2.923900    0.029300
111.510    3.092200    0.030100
107.460    3.263800    0.031100
103.490    3.403800    0.031800
 99.590    3.458600    0.031900
 95.740    3.590000    0.032700
 91.910    3.500700    0.032100
 88.090    3.487600    0.032000
 84.260    3.437100    0.031800
 80.410    3.277600    0.030800
 76.510    3.217200    0.030400
 72.540    3.041100    0.029400
 68.490    2.894800    0.028600
 64.320    2.739700    0.027600
 60.000    2.552400    0.026600
